h3_08,municipio,operator,variable,median
884995ba67fffff,Benito Juárez,Movistar,m_latency,39.0
884995ba67fffff,Benito Juárez,Telcel,m_latency,23.0
884995ba69fffff,Benito Juárez,ALTAN Redes,m_latency,65.5
884995ba69fffff,Benito Juárez,AT&T,m_latency,25.0
884995ba69fffff,Benito Juárez,Movistar,m_latency,44.0
884995ba69fffff,Benito Juárez,Telcel,m_latency,22.0
884995ba6bfffff,Benito Juárez,ALTAN Redes,m_latency,66.0
884995ba6bfffff,Benito Juárez,AT&T,m_latency,23.0
884995ba6bfffff,Benito Juárez,Movistar,m_latency,37.0
884995ba6bfffff,Benito Juárez,Telcel,m_latency,22.0
884995ba6dfffff,Benito Juárez,ALTAN Redes,m_latency,66.0
884995ba6dfffff,Benito Juárez,AT&T,m_latency,24.0
884995ba6dfffff,Benito Juárez,Movistar,m_latency,40.5
884995ba6dfffff,Benito Juárez,Telcel,m_latency,24.0
884995ba81fffff,Miguel Hidalgo,ALTAN Redes,m_latency,59.0
884995ba81fffff,Miguel Hidalgo,AT&T,m_latency,19.0
884995ba81fffff,Miguel Hidalgo,Movistar,m_latency,36.5
884995ba81fffff,Miguel Hidalgo,Telcel,m_latency,21.0
884995ba83fffff,Miguel Hidalgo,ALTAN Redes,m_latency,69.0
884995ba83fffff,Miguel Hidalgo,AT&T,m_latency,22.0
884995ba83fffff,Miguel Hidalgo,Movistar,m_latency,34.0
884995ba83fffff,Miguel Hidalgo,Telcel,m_latency,23.0
884995ba85fffff,Miguel Hidalgo,ALTAN Redes,m_latency,54.0
884995ba85fffff,Miguel Hidalgo,AT&T,m_latency,20.5
884995ba85fffff,Miguel Hidalgo,Movistar,m_latency,33.0
884995ba85fffff,Miguel Hidalgo,Telcel,m_latency,21.0
884995ba87fffff,Miguel Hidalgo,ALTAN Redes,m_latency,57.5
884995ba87fffff,Miguel Hidalgo,AT&T,m_latency,28.0
884995ba87fffff,Miguel Hidalgo,Movistar,m_latency,45.0
884995ba87fffff,Miguel Hidalgo,Telcel,m_latency,23.0
884995ba89fffff,Miguel Hidalgo,ALTAN Redes,m_latency,61.0
884995ba89fffff,Miguel Hidalgo,AT&T,m_latency,22.0
884995ba89fffff,Miguel Hidalgo,Movistar,m_latency,39.0
884995ba89fffff,Miguel Hidalgo,Telcel,m_latency,21.0
884995ba8bfffff,Miguel Hidalgo,ALTAN Redes,m_latency,59.0
884995ba8bfffff,Miguel Hidalgo,AT&T,m_latency,22.0
884995ba8bfffff,Miguel Hidalgo,Movistar,m_latency,39.0
884995ba8bfffff,Miguel Hidalgo,Telcel,m_latency,21.0
884995ba8dfffff,Miguel Hidalgo,ALTAN Redes,m_latency,58.0
884995ba8dfffff,Miguel Hidalgo,AT&T,m_latency,27.0
884995ba8dfffff,Miguel Hidalgo,Movistar,m_latency,35.0
884995ba8dfffff,Miguel Hidalgo,Telcel,m_latency,21.0
884995ba97fffff,Azcapotzalco,ALTAN Redes,m_latency,25.0
884995ba97fffff,Azcapotzalco,Movistar,m_latency,33.0
884995ba97fffff,Azcapotzalco,Telcel,m_latency,18.0
884995baa1fffff,Azcapotzalco,ALTAN Redes,m_latency,61.0
884995baa1fffff,Azcapotzalco,AT&T,m_latency,18.0
884995baa1fffff,Azcapotzalco,Movistar,m_latency,37.0
884995baa1fffff,Azcapotzalco,Telcel,m_latency,24.5
884995baa1fffff,Miguel Hidalgo,ALTAN Redes,m_latency,60.0
884995baa1fffff,Miguel Hidalgo,AT&T,m_latency,18.0
884995baa1fffff,Miguel Hidalgo,Movistar,m_latency,36.0
884995baa1fffff,Miguel Hidalgo,Telcel,m_latency,24.0
884995baa3fffff,Azcapotzalco,ALTAN Redes,m_latency,69.0
884995baa3fffff,Azcapotzalco,AT&T,m_latency,21.0
884995baa3fffff,Azcapotzalco,Movistar,m_latency,32.5
884995baa3fffff,Azcapotzalco,Telcel,m_latency,29.0
884995baa3fffff,Miguel Hidalgo,ALTAN Redes,m_latency,55.0
884995baa3fffff,Miguel Hidalgo,AT&T,m_latency,22.0
884995baa3fffff,Miguel Hidalgo,Movistar,m_latency,42.5
884995baa3fffff,Miguel Hidalgo,Telcel,m_latency,23.5
884995baa5fffff,Azcapotzalco,ALTAN Redes,m_latency,55.0
884995baa5fffff,Azcapotzalco,AT&T,m_latency,21.0
884995baa5fffff,Azcapotzalco,Movistar,m_latency,38.0
884995baa5fffff,Azcapotzalco,Telcel,m_latency,28.0
884995baa5fffff,Miguel Hidalgo,ALTAN Redes,m_latency,71.0
884995baa5fffff,Miguel Hidalgo,AT&T,m_latency,17.5
884995baa5fffff,Miguel Hidalgo,Movistar,m_latency,34.0
884995baa5fffff,Miguel Hidalgo,Telcel,m_latency,22.0
884995baa7fffff,Azcapotzalco,ALTAN Redes,m_latency,47.0
884995baa7fffff,Azcapotzalco,AT&T,m_latency,19.0
884995baa7fffff,Azcapotzalco,Movistar,m_latency,37.0
884995baa7fffff,Azcapotzalco,Telcel,m_latency,25.5
884995baa9fffff,Miguel Hidalgo,ALTAN Redes,m_latency,57.0
884995baa9fffff,Miguel Hidalgo,AT&T,m_latency,21.0
884995baa9fffff,Miguel Hidalgo,Movistar,m_latency,38.0
884995baa9fffff,Miguel Hidalgo,Telcel,m_latency,24.0
884995baabfffff,Miguel Hidalgo,ALTAN Redes,m_latency,58.5
884995baabfffff,Miguel Hidalgo,AT&T,m_latency,24.0
884995baabfffff,Miguel Hidalgo,Movistar,m_latency,45.5
884995baabfffff,Miguel Hidalgo,Telcel,m_latency,23.0
884995baadfffff,Miguel Hidalgo,ALTAN Redes,m_latency,66.0
884995baadfffff,Miguel Hidalgo,AT&T,m_latency,21.0
884995baadfffff,Miguel Hidalgo,Movistar,m_latency,42.0
884995baadfffff,Miguel Hidalgo,Telcel,m_latency,24.0
884995bab1fffff,Azcapotzalco,ALTAN Redes,m_latency,40.0
884995bab1fffff,Azcapotzalco,AT&T,m_latency,18.0
884995bab1fffff,Azcapotzalco,Movistar,m_latency,38.5
884995bab1fffff,Azcapotzalco,Telcel,m_latency,25.0
884995bab1fffff,Miguel Hidalgo,ALTAN Redes,m_latency,61.0
884995bab1fffff,Miguel Hidalgo,AT&T,m_latency,19.0
884995bab1fffff,Miguel Hidalgo,Movistar,m_latency,30.0
884995bab1fffff,Miguel Hidalgo,Telcel,m_latency,25.0
884995bab3fffff,Azcapotzalco,ALTAN Redes,m_latency,59.0
884995bab3fffff,Azcapotzalco,AT&T,m_latency,21.0
884995bab3fffff,Azcapotzalco,Movistar,m_latency,46.0
884995bab3fffff,Azcapotzalco,Telcel,m_latency,25.0
884995bab5fffff,Azcapotzalco,ALTAN Redes,m_latency,56.0
884995bab5fffff,Azcapotzalco,AT&T,m_latency,19.0
884995bab5fffff,Azcapotzalco,Movistar,m_latency,34.0
884995bab5fffff,Azcapotzalco,Telcel,m_latency,25.0
884995bab5fffff,Miguel Hidalgo,ALTAN Redes,m_latency,59.0
884995bab5fffff,Miguel Hidalgo,AT&T,m_latency,30.0
884995bab5fffff,Miguel Hidalgo,Movistar,m_latency,32.0
884995bab7fffff,Azcapotzalco,ALTAN Redes,m_latency,55.0
884995bab7fffff,Azcapotzalco,AT&T,m_latency,23.0
884995bab7fffff,Azcapotzalco,Movistar,m_latency,41.0
884995bab7fffff,Azcapotzalco,Telcel,m_latency,23.0
884995bab9fffff,Miguel Hidalgo,ALTAN Redes,m_latency,58.0
884995bab9fffff,Miguel Hidalgo,AT&T,m_latency,18.0
884995bab9fffff,Miguel Hidalgo,Movistar,m_latency,35.5
884995bab9fffff,Miguel Hidalgo,Telcel,m_latency,26.5
884995babbfffff,Azcapotzalco,ALTAN Redes,m_latency,66.0
884995babbfffff,Azcapotzalco,AT&T,m_latency,19.5
884995babbfffff,Azcapotzalco,Movistar,m_latency,36.0
884995babbfffff,Azcapotzalco,Telcel,m_latency,20.0
884995babdfffff,Miguel Hidalgo,ALTAN Redes,m_latency,48.5
884995babdfffff,Miguel Hidalgo,AT&T,m_latency,17.5
884995babdfffff,Miguel Hidalgo,Movistar,m_latency,34.5
884995babdfffff,Miguel Hidalgo,Telcel,m_latency,21.0
884995bac1fffff,Miguel Hidalgo,ALTAN Redes,m_latency,61.0
884995bac1fffff,Miguel Hidalgo,AT&T,m_latency,20.0
884995bac1fffff,Miguel Hidalgo,Movistar,m_latency,37.0
884995bac1fffff,Miguel Hidalgo,Telcel,m_latency,21.0
884995bac3fffff,Miguel Hidalgo,ALTAN Redes,m_latency,57.0
884995bac3fffff,Miguel Hidalgo,AT&T,m_latency,24.0
884995bac3fffff,Miguel Hidalgo,Movistar,m_latency,41.5
884995bac3fffff,Miguel Hidalgo,Telcel,m_latency,23.0
884995bac5fffff,Miguel Hidalgo,ALTAN Redes,m_latency,63.5
884995bac5fffff,Miguel Hidalgo,AT&T,m_latency,22.0
884995bac5fffff,Miguel Hidalgo,Movistar,m_latency,38.5
884995bac5fffff,Miguel Hidalgo,Telcel,m_latency,22.0
884995bac7fffff,Miguel Hidalgo,ALTAN Redes,m_latency,57.0
884995bac7fffff,Miguel Hidalgo,AT&T,m_latency,26.0
884995bac7fffff,Miguel Hidalgo,Movistar,m_latency,46.0
884995bac7fffff,Miguel Hidalgo,Telcel,m_latency,23.0
884995bac9fffff,Miguel Hidalgo,ALTAN Redes,m_latency,53.0
884995bac9fffff,Miguel Hidalgo,AT&T,m_latency,20.0
884995bac9fffff,Miguel Hidalgo,Movistar,m_latency,37.0
884995bac9fffff,Miguel Hidalgo,Telcel,m_latency,25.0
884995bacbfffff,Miguel Hidalgo,ALTAN Redes,m_latency,65.0
884995bacbfffff,Miguel Hidalgo,AT&T,m_latency,20.0
884995bacbfffff,Miguel Hidalgo,Movistar,m_latency,38.0
884995bacbfffff,Miguel Hidalgo,Telcel,m_latency,23.0
884995bacdfffff,Miguel Hidalgo,ALTAN Redes,m_latency,48.0
884995bacdfffff,Miguel Hidalgo,AT&T,m_latency,22.0
884995bacdfffff,Miguel Hidalgo,Movistar,m_latency,37.5
884995bacdfffff,Miguel Hidalgo,Telcel,m_latency,23.0
884995bad5fffff,Miguel Hidalgo,ALTAN Redes,m_latency,61.0
884995bad5fffff,Miguel Hidalgo,AT&T,m_latency,24.0
884995bad5fffff,Miguel Hidalgo,Movistar,m_latency,34.5
884995bad5fffff,Miguel Hidalgo,Telcel,m_latency,22.0
884995baddfffff,Miguel Hidalgo,ALTAN Redes,m_latency,62.0
884995baddfffff,Miguel Hidalgo,AT&T,m_latency,27.0
884995baddfffff,Miguel Hidalgo,Movistar,m_latency,39.5
884995baddfffff,Miguel Hidalgo,Telcel,m_latency,30.0
884995bae1fffff,Miguel Hidalgo,ALTAN Redes,m_latency,28.5
884995bae1fffff,Miguel Hidalgo,AT&T,m_latency,21.0
884995bae1fffff,Miguel Hidalgo,Movistar,m_latency,34.0
884995bae1fffff,Miguel Hidalgo,Telcel,m_latency,23.0
884995bae3fffff,Miguel Hidalgo,ALTAN Redes,m_latency,61.0
884995bae3fffff,Miguel Hidalgo,AT&T,m_latency,21.0
884995bae3fffff,Miguel Hidalgo,Movistar,m_latency,33.0
884995bae3fffff,Miguel Hidalgo,Telcel,m_latency,21.0
884995bae5fffff,Miguel Hidalgo,ALTAN Redes,m_latency,59.0
884995bae5fffff,Miguel Hidalgo,AT&T,m_latency,23.0
884995bae5fffff,Miguel Hidalgo,Movistar,m_latency,35.0
884995bae5fffff,Miguel Hidalgo,Telcel,m_latency,25.0
884995bae7fffff,Miguel Hidalgo,ALTAN Redes,m_latency,58.0
884995bae7fffff,Miguel Hidalgo,AT&T,m_latency,21.0
884995bae7fffff,Miguel Hidalgo,Movistar,m_latency,41.0
884995bae7fffff,Miguel Hidalgo,Telcel,m_latency,25.0
884995bae9fffff,Miguel Hidalgo,ALTAN Redes,m_latency,62.0
884995bae9fffff,Miguel Hidalgo,AT&T,m_latency,22.0
884995bae9fffff,Miguel Hidalgo,Movistar,m_latency,36.0
884995bae9fffff,Miguel Hidalgo,Telcel,m_latency,21.0
884995baebfffff,Miguel Hidalgo,ALTAN Redes,m_latency,57.0
884995baebfffff,Miguel Hidalgo,AT&T,m_latency,24.0
884995baebfffff,Miguel Hidalgo,Movistar,m_latency,36.5
884995baebfffff,Miguel Hidalgo,Telcel,m_latency,23.0
884995baedfffff,Miguel Hidalgo,ALTAN Redes,m_latency,63.5
884995baedfffff,Miguel Hidalgo,AT&T,m_latency,22.0
884995baedfffff,Miguel Hidalgo,Movistar,m_latency,33.0
884995baedfffff,Miguel Hidalgo,Telcel,m_latency,21.0
884995bb01fffff,Iztacalco,ALTAN Redes,m_latency,71.0
884995bb01fffff,Iztacalco,AT&T,m_latency,28.0
884995bb01fffff,Iztacalco,Movistar,m_latency,42.0
884995bb01fffff,Iztacalco,Telcel,m_latency,24.0
884995bb01fffff,Venustiano Carranza,ALTAN Redes,m_latency,77.5
884995bb01fffff,Venustiano Carranza,AT&T,m_latency,25.0
884995bb01fffff,Venustiano Carranza,Movistar,m_latency,40.0
884995bb01fffff,Venustiano Carranza,Telcel,m_latency,21.0
884995bb03fffff,Venustiano Carranza,ALTAN Redes,m_latency,70.0
884995bb03fffff,Venustiano Carranza,AT&T,m_latency,23.0
884995bb03fffff,Venustiano Carranza,Movistar,m_latency,41.0
884995bb03fffff,Venustiano Carranza,Telcel,m_latency,25.0
884995bb05fffff,Iztacalco,ALTAN Redes,m_latency,77.0
884995bb05fffff,Iztacalco,AT&T,m_latency,23.0
884995bb05fffff,Iztacalco,Movistar,m_latency,33.0
884995bb05fffff,Iztacalco,Telcel,m_latency,24.0
884995bb05fffff,Venustiano Carranza,ALTAN Redes,m_latency,71.5
884995bb05fffff,Venustiano Carranza,AT&T,m_latency,21.5
884995bb05fffff,Venustiano Carranza,Movistar,m_latency,35.0
884995bb05fffff,Venustiano Carranza,Telcel,m_latency,20.0
884995bb07fffff,Venustiano Carranza,ALTAN Redes,m_latency,49.0
884995bb07fffff,Venustiano Carranza,AT&T,m_latency,22.0
884995bb07fffff,Venustiano Carranza,Movistar,m_latency,37.0
884995bb07fffff,Venustiano Carranza,Telcel,m_latency,25.0
884995bb09fffff,Iztacalco,ALTAN Redes,m_latency,70.0
884995bb09fffff,Iztacalco,AT&T,m_latency,25.0
884995bb09fffff,Iztacalco,Movistar,m_latency,38.5
884995bb09fffff,Iztacalco,Telcel,m_latency,25.0
884995bb0bfffff,Iztacalco,ALTAN Redes,m_latency,69.0
884995bb0bfffff,Iztacalco,AT&T,m_latency,21.0
884995bb0bfffff,Iztacalco,Movistar,m_latency,39.5
884995bb0bfffff,Iztacalco,Telcel,m_latency,24.0
884995bb0bfffff,Venustiano Carranza,ALTAN Redes,m_latency,64.5
884995bb0bfffff,Venustiano Carranza,AT&T,m_latency,30.0
884995bb0bfffff,Venustiano Carranza,Movistar,m_latency,39.0
884995bb0bfffff,Venustiano Carranza,Telcel,m_latency,21.0
884995bb0dfffff,Iztacalco,ALTAN Redes,m_latency,67.0
884995bb0dfffff,Iztacalco,AT&T,m_latency,25.5
884995bb0dfffff,Iztacalco,Movistar,m_latency,44.0
884995bb0dfffff,Iztacalco,Telcel,m_latency,26.0
884995bb11fffff,Cuauhtémoc,ALTAN Redes,m_latency,71.0
884995bb11fffff,Cuauhtémoc,AT&T,m_latency,22.0
884995bb11fffff,Cuauhtémoc,Movistar,m_latency,37.0
884995bb11fffff,Cuauhtémoc,Telcel,m_latency,24.0
884995bb11fffff,Venustiano Carranza,ALTAN Redes,m_latency,69.0
884995bb11fffff,Venustiano Carranza,AT&T,m_latency,23.0
884995bb11fffff,Venustiano Carranza,Movistar,m_latency,37.0
884995bb11fffff,Venustiano Carranza,Telcel,m_latency,22.0
884995bb13fffff,Cuauhtémoc,ALTAN Redes,m_latency,66.0
884995bb13fffff,Cuauhtémoc,AT&T,m_latency,22.0
884995bb13fffff,Cuauhtémoc,Movistar,m_latency,39.0
884995bb13fffff,Cuauhtémoc,Telcel,m_latency,25.0
884995bb15fffff,Venustiano Carranza,ALTAN Redes,m_latency,71.0
884995bb15fffff,Venustiano Carranza,AT&T,m_latency,21.0
884995bb15fffff,Venustiano Carranza,Movistar,m_latency,37.0
884995bb15fffff,Venustiano Carranza,Telcel,m_latency,21.0
884995bb17fffff,Cuauhtémoc,ALTAN Redes,m_latency,37.0
884995bb17fffff,Cuauhtémoc,AT&T,m_latency,19.0
884995bb17fffff,Cuauhtémoc,Movistar,m_latency,39.0
884995bb17fffff,Cuauhtémoc,Telcel,m_latency,25.0
884995bb17fffff,Venustiano Carranza,ALTAN Redes,m_latency,68.0
884995bb17fffff,Venustiano Carranza,AT&T,m_latency,19.0
884995bb17fffff,Venustiano Carranza,Movistar,m_latency,40.0
884995bb17fffff,Venustiano Carranza,Telcel,m_latency,21.0
884995bb19fffff,Cuauhtémoc,ALTAN Redes,m_latency,69.0
884995bb19fffff,Cuauhtémoc,AT&T,m_latency,21.0
884995bb19fffff,Cuauhtémoc,Movistar,m_latency,34.5
884995bb19fffff,Cuauhtémoc,Telcel,m_latency,22.0
884995bb19fffff,Venustiano Carranza,ALTAN Redes,m_latency,68.0
884995bb19fffff,Venustiano Carranza,AT&T,m_latency,20.0
884995bb19fffff,Venustiano Carranza,Movistar,m_latency,31.0
884995bb19fffff,Venustiano Carranza,Telcel,m_latency,20.0
884995bb1bfffff,Cuauhtémoc,ALTAN Redes,m_latency,68.0
884995bb1bfffff,Cuauhtémoc,AT&T,m_latency,20.0
884995bb1bfffff,Cuauhtémoc,Movistar,m_latency,35.0
884995bb1bfffff,Cuauhtémoc,Telcel,m_latency,22.0
884995bb1dfffff,Venustiano Carranza,ALTAN Redes,m_latency,65.0
884995bb1dfffff,Venustiano Carranza,AT&T,m_latency,20.0
884995bb1dfffff,Venustiano Carranza,Movistar,m_latency,36.0
884995bb1dfffff,Venustiano Carranza,Telcel,m_latency,22.0
884995bb21fffff,Venustiano Carranza,ALTAN Redes,m_latency,68.0
884995bb21fffff,Venustiano Carranza,AT&T,m_latency,24.0
884995bb21fffff,Venustiano Carranza,Movistar,m_latency,35.0
884995bb21fffff,Venustiano Carranza,Telcel,m_latency,25.0
884995bb23fffff,Venustiano Carranza,ALTAN Redes,m_latency,70.0
884995bb23fffff,Venustiano Carranza,AT&T,m_latency,24.0
884995bb23fffff,Venustiano Carranza,Movistar,m_latency,50.0
884995bb23fffff,Venustiano Carranza,Telcel,m_latency,23.0
884995bb25fffff,Iztacalco,ALTAN Redes,m_latency,70.0
884995bb25fffff,Iztacalco,AT&T,m_latency,24.0
884995bb25fffff,Iztacalco,Movistar,m_latency,37.0
884995bb25fffff,Iztacalco,Telcel,m_latency,28.0
884995bb25fffff,Venustiano Carranza,ALTAN Redes,m_latency,68.0
884995bb25fffff,Venustiano Carranza,AT&T,m_latency,23.0
884995bb25fffff,Venustiano Carranza,Movistar,m_latency,38.0
884995bb25fffff,Venustiano Carranza,Telcel,m_latency,30.0
884995bb27fffff,Venustiano Carranza,ALTAN Redes,m_latency,68.0
884995bb27fffff,Venustiano Carranza,AT&T,m_latency,33.0
884995bb27fffff,Venustiano Carranza,Movistar,m_latency,37.0
884995bb27fffff,Venustiano Carranza,Telcel,m_latency,30.0
884995bb29fffff,Iztacalco,ALTAN Redes,m_latency,73.0
884995bb29fffff,Iztacalco,AT&T,m_latency,20.0
884995bb29fffff,Iztacalco,Movistar,m_latency,38.0
884995bb29fffff,Iztacalco,Telcel,m_latency,25.0
884995bb29fffff,Venustiano Carranza,ALTAN Redes,m_latency,67.0
884995bb29fffff,Venustiano Carranza,AT&T,m_latency,23.0
884995bb29fffff,Venustiano Carranza,Movistar,m_latency,27.0
884995bb29fffff,Venustiano Carranza,Telcel,m_latency,23.0
884995bb2bfffff,Venustiano Carranza,ALTAN Redes,m_latency,63.0
884995bb2bfffff,Venustiano Carranza,AT&T,m_latency,24.5
884995bb2bfffff,Venustiano Carranza,Movistar,m_latency,39.0
884995bb2bfffff,Venustiano Carranza,Telcel,m_latency,23.0
884995bb2dfffff,Iztacalco,ALTAN Redes,m_latency,70.0
884995bb2dfffff,Iztacalco,AT&T,m_latency,23.0
884995bb2dfffff,Iztacalco,Movistar,m_latency,33.0
884995bb2dfffff,Iztacalco,Telcel,m_latency,22.0
884995bb2dfffff,Venustiano Carranza,ALTAN Redes,m_latency,63.0
884995bb2dfffff,Venustiano Carranza,AT&T,m_latency,26.0
884995bb2dfffff,Venustiano Carranza,Movistar,m_latency,39.0
884995bb2dfffff,Venustiano Carranza,Telcel,m_latency,22.0
884995bb31fffff,Venustiano Carranza,ALTAN Redes,m_latency,42.0
884995bb31fffff,Venustiano Carranza,AT&T,m_latency,22.0
884995bb31fffff,Venustiano Carranza,Movistar,m_latency,36.0
884995bb31fffff,Venustiano Carranza,Telcel,m_latency,21.0
884995bb33fffff,Venustiano Carranza,ALTAN Redes,m_latency,46.0
884995bb33fffff,Venustiano Carranza,AT&T,m_latency,22.0
884995bb33fffff,Venustiano Carranza,Movistar,m_latency,36.0
884995bb33fffff,Venustiano Carranza,Telcel,m_latency,21.0
884995bb35fffff,Venustiano Carranza,ALTAN Redes,m_latency,60.0
884995bb35fffff,Venustiano Carranza,AT&T,m_latency,25.0
884995bb35fffff,Venustiano Carranza,Movistar,m_latency,40.5
884995bb35fffff,Venustiano Carranza,Telcel,m_latency,24.0
884995bb37fffff,Venustiano Carranza,ALTAN Redes,m_latency,52.0
884995bb37fffff,Venustiano Carranza,AT&T,m_latency,21.0
884995bb37fffff,Venustiano Carranza,Movistar,m_latency,39.0
884995bb37fffff,Venustiano Carranza,Telcel,m_latency,23.0
884995bb39fffff,Venustiano Carranza,ALTAN Redes,m_latency,60.0
884995bb39fffff,Venustiano Carranza,AT&T,m_latency,25.0
884995bb39fffff,Venustiano Carranza,Movistar,m_latency,38.0
884995bb39fffff,Venustiano Carranza,Telcel,m_latency,23.0
884995bb3bfffff,Venustiano Carranza,ALTAN Redes,m_latency,65.0
884995bb3bfffff,Venustiano Carranza,AT&T,m_latency,21.0
884995bb3bfffff,Venustiano Carranza,Movistar,m_latency,39.0
884995bb3bfffff,Venustiano Carranza,Telcel,m_latency,22.0
884995bb3dfffff,Venustiano Carranza,ALTAN Redes,m_latency,66.0
884995bb3dfffff,Venustiano Carranza,AT&T,m_latency,21.0
884995bb3dfffff,Venustiano Carranza,Movistar,m_latency,37.0
884995bb3dfffff,Venustiano Carranza,Telcel,m_latency,24.0
884995bb41fffff,Iztacalco,ALTAN Redes,m_latency,69.0
884995bb41fffff,Iztacalco,AT&T,m_latency,27.0
884995bb41fffff,Iztacalco,Movistar,m_latency,34.0
884995bb41fffff,Iztacalco,Telcel,m_latency,24.5
884995bb41fffff,Iztapalapa,ALTAN Redes,m_latency,64.0
884995bb41fffff,Iztapalapa,AT&T,m_latency,21.0
884995bb41fffff,Iztapalapa,Movistar,m_latency,35.0
884995bb41fffff,Iztapalapa,Telcel,m_latency,20.0
884995bb43fffff,Iztacalco,ALTAN Redes,m_latency,66.0
884995bb43fffff,Iztacalco,AT&T,m_latency,22.0
884995bb43fffff,Iztacalco,Movistar,m_latency,36.5
884995bb43fffff,Iztacalco,Telcel,m_latency,22.5
884995bb45fffff,Iztacalco,ALTAN Redes,m_latency,70.0
884995bb45fffff,Iztacalco,AT&T,m_latency,25.0
884995bb45fffff,Iztacalco,Movistar,m_latency,32.0
884995bb45fffff,Iztacalco,Telcel,m_latency,22.0
884995bb45fffff,Iztapalapa,ALTAN Redes,m_latency,20.0
884995bb45fffff,Iztapalapa,AT&T,m_latency,20.0
884995bb45fffff,Iztapalapa,Movistar,m_latency,39.0
884995bb45fffff,Iztapalapa,Telcel,m_latency,24.0
884995bb47fffff,Iztacalco,ALTAN Redes,m_latency,67.0
884995bb47fffff,Iztacalco,AT&T,m_latency,26.0
884995bb47fffff,Iztacalco,Movistar,m_latency,46.0
884995bb47fffff,Iztacalco,Telcel,m_latency,23.0
884995bb49fffff,Iztapalapa,ALTAN Redes,m_latency,68.0
884995bb49fffff,Iztapalapa,AT&T,m_latency,25.5
884995bb49fffff,Iztapalapa,Movistar,m_latency,42.0
884995bb49fffff,Iztapalapa,Telcel,m_latency,24.0
884995bb4bfffff,Iztacalco,ALTAN Redes,m_latency,66.0
884995bb4bfffff,Iztacalco,AT&T,m_latency,23.0
884995bb4bfffff,Iztacalco,Movistar,m_latency,21.0
884995bb4bfffff,Iztacalco,Telcel,m_latency,22.0
884995bb4bfffff,Iztapalapa,ALTAN Redes,m_latency,67.5
884995bb4bfffff,Iztapalapa,AT&T,m_latency,20.0
884995bb4bfffff,Iztapalapa,Movistar,m_latency,38.0
884995bb4bfffff,Iztapalapa,Telcel,m_latency,23.0
884995bb4dfffff,Iztapalapa,ALTAN Redes,m_latency,68.0
884995bb4dfffff,Iztapalapa,AT&T,m_latency,22.0
884995bb4dfffff,Iztapalapa,Movistar,m_latency,39.0
884995bb4dfffff,Iztapalapa,Telcel,m_latency,23.0
884995bb51fffff,Benito Juárez,ALTAN Redes,m_latency,73.0
884995bb51fffff,Benito Juárez,AT&T,m_latency,20.0
884995bb51fffff,Benito Juárez,Movistar,m_latency,56.0
884995bb51fffff,Benito Juárez,Telcel,m_latency,22.0
884995bb51fffff,Iztacalco,ALTAN Redes,m_latency,72.0
884995bb51fffff,Iztacalco,AT&T,m_latency,24.0
884995bb51fffff,Iztacalco,Movistar,m_latency,34.0
884995bb51fffff,Iztacalco,Telcel,m_latency,24.0
884995bb53fffff,Benito Juárez,ALTAN Redes,m_latency,65.0
884995bb53fffff,Benito Juárez,AT&T,m_latency,23.0
884995bb53fffff,Benito Juárez,Movistar,m_latency,43.5
884995bb53fffff,Benito Juárez,Telcel,m_latency,20.5
884995bb53fffff,Cuauhtémoc,ALTAN Redes,m_latency,62.5
884995bb53fffff,Cuauhtémoc,AT&T,m_latency,25.5
884995bb53fffff,Cuauhtémoc,Movistar,m_latency,40.0
884995bb53fffff,Cuauhtémoc,Telcel,m_latency,23.5
884995bb53fffff,Iztacalco,ALTAN Redes,m_latency,56.0
884995bb53fffff,Iztacalco,AT&T,m_latency,27.0
884995bb53fffff,Iztacalco,Movistar,m_latency,50.5
884995bb53fffff,Iztacalco,Telcel,m_latency,23.0
884995bb55fffff,Iztacalco,ALTAN Redes,m_latency,68.0
884995bb55fffff,Iztacalco,AT&T,m_latency,26.5
884995bb55fffff,Iztacalco,Movistar,m_latency,38.0
884995bb55fffff,Iztacalco,Telcel,m_latency,22.0
884995bb57fffff,Cuauhtémoc,ALTAN Redes,m_latency,69.0
884995bb57fffff,Cuauhtémoc,AT&T,m_latency,26.0
884995bb57fffff,Cuauhtémoc,Movistar,m_latency,40.0
884995bb57fffff,Cuauhtémoc,Telcel,m_latency,26.0
884995bb57fffff,Iztacalco,ALTAN Redes,m_latency,62.0
884995bb57fffff,Iztacalco,AT&T,m_latency,26.0
884995bb57fffff,Iztacalco,Movistar,m_latency,38.0
884995bb57fffff,Iztacalco,Telcel,m_latency,22.0
884995bb57fffff,Venustiano Carranza,ALTAN Redes,m_latency,64.5
884995bb57fffff,Venustiano Carranza,AT&T,m_latency,22.5
884995bb57fffff,Venustiano Carranza,Movistar,m_latency,46.0
884995bb57fffff,Venustiano Carranza,Telcel,m_latency,23.0
884995bb59fffff,Benito Juárez,ALTAN Redes,m_latency,66.0
884995bb59fffff,Benito Juárez,AT&T,m_latency,23.5
884995bb59fffff,Benito Juárez,Movistar,m_latency,38.0
884995bb59fffff,Benito Juárez,Telcel,m_latency,23.0
884995bb59fffff,Iztacalco,ALTAN Redes,m_latency,62.0
884995bb59fffff,Iztacalco,AT&T,m_latency,20.5
884995bb59fffff,Iztacalco,Movistar,m_latency,44.0
884995bb59fffff,Iztacalco,Telcel,m_latency,23.0
