h3_08,municipio,operator,variable,median
8849958525fffff,Iztapalapa,Telcel,m_upload_mbps,8.903
8849958525fffff,Tláhuac,ALTAN Redes,m_upload_mbps,0.301
8849958525fffff,Tláhuac,AT&T,m_upload_mbps,19.7705
8849958525fffff,Tláhuac,Movistar,m_upload_mbps,31.497500000000002
8849958525fffff,Tláhuac,Telcel,m_upload_mbps,19.282
8849958527fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,2.89
8849958527fffff,Iztapalapa,AT&T,m_upload_mbps,2.951
8849958527fffff,Iztapalapa,Movistar,m_upload_mbps,6.258
8849958527fffff,Iztapalapa,Telcel,m_upload_mbps,6.9285
8849958529fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,6.4215
8849958529fffff,Iztapalapa,AT&T,m_upload_mbps,2.9
8849958529fffff,Iztapalapa,Movistar,m_upload_mbps,21.918
8849958529fffff,Iztapalapa,Telcel,m_upload_mbps,7.455
8849958529fffff,Xochimilco,ALTAN Redes,m_upload_mbps,2.2575000000000003
8849958529fffff,Xochimilco,AT&T,m_upload_mbps,14.688
8849958529fffff,Xochimilco,Telcel,m_upload_mbps,40.811
884995852bfffff,Iztapalapa,ALTAN Redes,m_upload_mbps,2.692
884995852bfffff,Iztapalapa,AT&T,m_upload_mbps,2.949
884995852bfffff,Iztapalapa,Movistar,m_upload_mbps,11.5775
884995852bfffff,Iztapalapa,Telcel,m_upload_mbps,4.553
884995852bfffff,Xochimilco,ALTAN Redes,m_upload_mbps,1.526
884995852bfffff,Xochimilco,AT&T,m_upload_mbps,4.459
884995852bfffff,Xochimilco,Movistar,m_upload_mbps,0.6545000000000001
884995852bfffff,Xochimilco,Telcel,m_upload_mbps,7.979
884995852dfffff,Iztapalapa,ALTAN Redes,m_upload_mbps,13.047
884995852dfffff,Iztapalapa,AT&T,m_upload_mbps,9.025
884995852dfffff,Iztapalapa,Movistar,m_upload_mbps,12.512
884995852dfffff,Iztapalapa,Telcel,m_upload_mbps,9.556
8849958531fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,10.806
8849958531fffff,Iztapalapa,AT&T,m_upload_mbps,6.487
8849958531fffff,Iztapalapa,Movistar,m_upload_mbps,4.617
8849958531fffff,Iztapalapa,Telcel,m_upload_mbps,9.312000000000001
8849958531fffff,Xochimilco,ALTAN Redes,m_upload_mbps,37.7465
8849958531fffff,Xochimilco,AT&T,m_upload_mbps,4.5365
8849958531fffff,Xochimilco,Movistar,m_upload_mbps,40.026
8849958533fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,6.42
8849958533fffff,Iztapalapa,AT&T,m_upload_mbps,8.341
8849958533fffff,Iztapalapa,Movistar,m_upload_mbps,25.697
8849958533fffff,Iztapalapa,Telcel,m_upload_mbps,10.395
8849958535fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,23.886
8849958535fffff,Iztapalapa,AT&T,m_upload_mbps,3.122
8849958535fffff,Iztapalapa,Movistar,m_upload_mbps,10.325
8849958535fffff,Iztapalapa,Telcel,m_upload_mbps,12.188
8849958537fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,4.485
8849958537fffff,Iztapalapa,AT&T,m_upload_mbps,5.202
8849958537fffff,Iztapalapa,Movistar,m_upload_mbps,21.445
8849958537fffff,Iztapalapa,Telcel,m_upload_mbps,13.648
8849958539fffff,Coyoacán,ALTAN Redes,m_upload_mbps,41.991
8849958539fffff,Coyoacán,AT&T,m_upload_mbps,0.802
8849958539fffff,Coyoacán,Movistar,m_upload_mbps,7.617
8849958539fffff,Coyoacán,Telcel,m_upload_mbps,5.5365
8849958539fffff,Iztapalapa,AT&T,m_upload_mbps,13.89
8849958539fffff,Iztapalapa,Telcel,m_upload_mbps,3.1645000000000003
8849958539fffff,Xochimilco,ALTAN Redes,m_upload_mbps,0.65
8849958539fffff,Xochimilco,AT&T,m_upload_mbps,8.19
8849958539fffff,Xochimilco,Movistar,m_upload_mbps,1.559
8849958539fffff,Xochimilco,Telcel,m_upload_mbps,2.599
884995853bfffff,Coyoacán,ALTAN Redes,m_upload_mbps,4.4935
884995853bfffff,Coyoacán,AT&T,m_upload_mbps,12.187
884995853bfffff,Coyoacán,Movistar,m_upload_mbps,6.7315000000000005
884995853bfffff,Coyoacán,Telcel,m_upload_mbps,2.4255
884995853bfffff,Iztapalapa,ALTAN Redes,m_upload_mbps,0.45099999999999996
884995853dfffff,Iztapalapa,ALTAN Redes,m_upload_mbps,6.6425
884995853dfffff,Iztapalapa,AT&T,m_upload_mbps,6.583
884995853dfffff,Iztapalapa,Movistar,m_upload_mbps,18.993
884995853dfffff,Iztapalapa,Telcel,m_upload_mbps,4.292
884995853dfffff,Xochimilco,Telcel,m_upload_mbps,2.203
8849958541fffff,Xochimilco,ALTAN Redes,m_upload_mbps,13.456
8849958541fffff,Xochimilco,AT&T,m_upload_mbps,3.674
8849958541fffff,Xochimilco,Telcel,m_upload_mbps,5.622
8849958543fffff,Xochimilco,ALTAN Redes,m_upload_mbps,20.489
8849958543fffff,Xochimilco,AT&T,m_upload_mbps,13.417
8849958543fffff,Xochimilco,Movistar,m_upload_mbps,6.3525
8849958543fffff,Xochimilco,Telcel,m_upload_mbps,12.099
8849958547fffff,Xochimilco,ALTAN Redes,m_upload_mbps,0.392
8849958547fffff,Xochimilco,Telcel,m_upload_mbps,0.733
8849958549fffff,Xochimilco,ALTAN Redes,m_upload_mbps,9.842
8849958549fffff,Xochimilco,AT&T,m_upload_mbps,12.592500000000001
8849958549fffff,Xochimilco,Movistar,m_upload_mbps,9.275500000000001
8849958549fffff,Xochimilco,Telcel,m_upload_mbps,11.2825
884995854bfffff,Xochimilco,ALTAN Redes,m_upload_mbps,16.5425
884995854bfffff,Xochimilco,AT&T,m_upload_mbps,6.915
884995854bfffff,Xochimilco,Movistar,m_upload_mbps,10.632000000000001
884995854bfffff,Xochimilco,Telcel,m_upload_mbps,1.436
884995854dfffff,Xochimilco,ALTAN Redes,m_upload_mbps,0.4415
884995854dfffff,Xochimilco,AT&T,m_upload_mbps,1.391
884995854dfffff,Xochimilco,Movistar,m_upload_mbps,2.97
884995854dfffff,Xochimilco,Telcel,m_upload_mbps,6.132
8849958551fffff,Tlalpan,ALTAN Redes,m_upload_mbps,8.074
8849958551fffff,Tlalpan,AT&T,m_upload_mbps,1.189
8849958551fffff,Tlalpan,Movistar,m_upload_mbps,1.282
8849958551fffff,Tlalpan,Telcel,m_upload_mbps,9.904
8849958551fffff,Xochimilco,ALTAN Redes,m_upload_mbps,1.78
8849958551fffff,Xochimilco,AT&T,m_upload_mbps,5.843
8849958551fffff,Xochimilco,Movistar,m_upload_mbps,2.135
8849958551fffff,Xochimilco,Telcel,m_upload_mbps,5.127
8849958553fffff,Tlalpan,ALTAN Redes,m_upload_mbps,22.152
8849958553fffff,Tlalpan,AT&T,m_upload_mbps,5.939
8849958553fffff,Tlalpan,Movistar,m_upload_mbps,11.836
8849958553fffff,Tlalpan,Telcel,m_upload_mbps,9.5435
8849958555fffff,Tlalpan,ALTAN Redes,m_upload_mbps,30.915999999999997
8849958555fffff,Tlalpan,AT&T,m_upload_mbps,9.794
8849958555fffff,Tlalpan,Movistar,m_upload_mbps,17.875500000000002
8849958555fffff,Tlalpan,Telcel,m_upload_mbps,13.423
8849958555fffff,Xochimilco,ALTAN Redes,m_upload_mbps,11.299
8849958555fffff,Xochimilco,AT&T,m_upload_mbps,2.2655000000000003
8849958555fffff,Xochimilco,Movistar,m_upload_mbps,7.213
8849958555fffff,Xochimilco,Telcel,m_upload_mbps,13.2135
8849958557fffff,Tlalpan,ALTAN Redes,m_upload_mbps,10.798
8849958557fffff,Tlalpan,AT&T,m_upload_mbps,3.542
8849958557fffff,Tlalpan,Movistar,m_upload_mbps,3.08
8849958557fffff,Tlalpan,Telcel,m_upload_mbps,7.998
8849958559fffff,Xochimilco,ALTAN Redes,m_upload_mbps,13.478
8849958559fffff,Xochimilco,AT&T,m_upload_mbps,4.994
8849958559fffff,Xochimilco,Movistar,m_upload_mbps,10.593
8849958559fffff,Xochimilco,Telcel,m_upload_mbps,4.6915
884995855bfffff,Tlalpan,ALTAN Redes,m_upload_mbps,5.5895
884995855bfffff,Tlalpan,AT&T,m_upload_mbps,10.835
884995855bfffff,Tlalpan,Movistar,m_upload_mbps,6.668
884995855bfffff,Tlalpan,Telcel,m_upload_mbps,5.7395
884995855bfffff,Xochimilco,ALTAN Redes,m_upload_mbps,39.733000000000004
884995855bfffff,Xochimilco,AT&T,m_upload_mbps,5.2935
884995855bfffff,Xochimilco,Movistar,m_upload_mbps,37.249
884995855bfffff,Xochimilco,Telcel,m_upload_mbps,10.219
884995855dfffff,Xochimilco,ALTAN Redes,m_upload_mbps,2.3099999999999996
884995855dfffff,Xochimilco,AT&T,m_upload_mbps,6.789
884995855dfffff,Xochimilco,Movistar,m_upload_mbps,8.501
884995855dfffff,Xochimilco,Telcel,m_upload_mbps,3.4425
8849958565fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,25.226
8849958565fffff,Iztapalapa,AT&T,m_upload_mbps,2.174
8849958565fffff,Iztapalapa,Movistar,m_upload_mbps,0.269
8849958565fffff,Iztapalapa,Telcel,m_upload_mbps,0.632
8849958565fffff,Tláhuac,ALTAN Redes,m_upload_mbps,13.555
8849958565fffff,Tláhuac,AT&T,m_upload_mbps,0.737
8849958565fffff,Tláhuac,Movistar,m_upload_mbps,0.305
8849958565fffff,Tláhuac,Telcel,m_upload_mbps,3.382
8849958565fffff,Xochimilco,ALTAN Redes,m_upload_mbps,2.695
8849958565fffff,Xochimilco,Movistar,m_upload_mbps,20.793999999999997
8849958565fffff,Xochimilco,Telcel,m_upload_mbps,0.57
8849958567fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,13.22
8849958567fffff,Iztapalapa,AT&T,m_upload_mbps,11.568
8849958567fffff,Iztapalapa,Movistar,m_upload_mbps,19.7735
8849958567fffff,Iztapalapa,Telcel,m_upload_mbps,14.525
8849958567fffff,Xochimilco,ALTAN Redes,m_upload_mbps,26.786
8849958567fffff,Xochimilco,AT&T,m_upload_mbps,4.3740000000000006
8849958567fffff,Xochimilco,Movistar,m_upload_mbps,18.7315
8849958569fffff,Xochimilco,ALTAN Redes,m_upload_mbps,0.272
8849958581fffff,Coyoacán,ALTAN Redes,m_upload_mbps,12.048
8849958581fffff,Coyoacán,AT&T,m_upload_mbps,1.3895
8849958581fffff,Coyoacán,Movistar,m_upload_mbps,8.4575
8849958581fffff,Coyoacán,Telcel,m_upload_mbps,5.492
8849958583fffff,Benito Juárez,ALTAN Redes,m_upload_mbps,1.783
8849958583fffff,Benito Juárez,AT&T,m_upload_mbps,5.098000000000001
8849958583fffff,Benito Juárez,Movistar,m_upload_mbps,11.106
8849958583fffff,Benito Juárez,Telcel,m_upload_mbps,5.6875
8849958583fffff,Coyoacán,ALTAN Redes,m_upload_mbps,2.558
8849958583fffff,Coyoacán,AT&T,m_upload_mbps,3.6835
8849958583fffff,Coyoacán,Movistar,m_upload_mbps,5.565
8849958583fffff,Coyoacán,Telcel,m_upload_mbps,3.316
8849958583fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,2.9255
8849958583fffff,Iztapalapa,AT&T,m_upload_mbps,2.1265
8849958583fffff,Iztapalapa,Movistar,m_upload_mbps,7.5335
8849958583fffff,Iztapalapa,Telcel,m_upload_mbps,12.416
8849958585fffff,Coyoacán,ALTAN Redes,m_upload_mbps,2.059
8849958585fffff,Coyoacán,AT&T,m_upload_mbps,7.195
8849958585fffff,Coyoacán,Movistar,m_upload_mbps,4.322
8849958585fffff,Coyoacán,Telcel,m_upload_mbps,5.191
8849958587fffff,Coyoacán,ALTAN Redes,m_upload_mbps,8.979
8849958587fffff,Coyoacán,AT&T,m_upload_mbps,6.493
8849958587fffff,Coyoacán,Movistar,m_upload_mbps,10.451
8849958587fffff,Coyoacán,Telcel,m_upload_mbps,6.523
8849958587fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,17.810000000000002
8849958587fffff,Iztapalapa,AT&T,m_upload_mbps,6.565
8849958587fffff,Iztapalapa,Movistar,m_upload_mbps,0.511
8849958587fffff,Iztapalapa,Telcel,m_upload_mbps,9.547
8849958589fffff,Coyoacán,ALTAN Redes,m_upload_mbps,10.1715
8849958589fffff,Coyoacán,AT&T,m_upload_mbps,6.911
8849958589fffff,Coyoacán,Movistar,m_upload_mbps,12.154
8849958589fffff,Coyoacán,Telcel,m_upload_mbps,10.022
884995858bfffff,Coyoacán,ALTAN Redes,m_upload_mbps,2.2960000000000003
884995858bfffff,Coyoacán,AT&T,m_upload_mbps,3.701
884995858bfffff,Coyoacán,Movistar,m_upload_mbps,16.541
884995858bfffff,Coyoacán,Telcel,m_upload_mbps,7.567
884995858dfffff,Coyoacán,ALTAN Redes,m_upload_mbps,20.186
884995858dfffff,Coyoacán,AT&T,m_upload_mbps,6.1635
884995858dfffff,Coyoacán,Movistar,m_upload_mbps,17.356
884995858dfffff,Coyoacán,Telcel,m_upload_mbps,5.747
8849958591fffff,Benito Juárez,ALTAN Redes,m_upload_mbps,5.71
8849958591fffff,Benito Juárez,AT&T,m_upload_mbps,6.425000000000001
8849958591fffff,Benito Juárez,Movistar,m_upload_mbps,6.121
8849958591fffff,Benito Juárez,Telcel,m_upload_mbps,10.377
8849958593fffff,Benito Juárez,ALTAN Redes,m_upload_mbps,1.9615
8849958593fffff,Benito Juárez,AT&T,m_upload_mbps,4.085
8849958593fffff,Benito Juárez,Movistar,m_upload_mbps,9.878
8849958593fffff,Benito Juárez,Telcel,m_upload_mbps,31.886
8849958595fffff,Benito Juárez,ALTAN Redes,m_upload_mbps,12.643999999999998
8849958595fffff,Benito Juárez,AT&T,m_upload_mbps,3.681
8849958595fffff,Benito Juárez,Movistar,m_upload_mbps,4.528
8849958595fffff,Benito Juárez,Telcel,m_upload_mbps,6.917999999999999
8849958597fffff,Benito Juárez,ALTAN Redes,m_upload_mbps,3.284
8849958597fffff,Benito Juárez,AT&T,m_upload_mbps,5.752
8849958597fffff,Benito Juárez,Movistar,m_upload_mbps,3.844
8849958597fffff,Benito Juárez,Telcel,m_upload_mbps,7.1315
8849958599fffff,Benito Juárez,ALTAN Redes,m_upload_mbps,11.861999999999998
8849958599fffff,Benito Juárez,AT&T,m_upload_mbps,6.291
8849958599fffff,Benito Juárez,Movistar,m_upload_mbps,0.238
8849958599fffff,Benito Juárez,Telcel,m_upload_mbps,35.147999999999996
8849958599fffff,Coyoacán,ALTAN Redes,m_upload_mbps,2.8685
8849958599fffff,Coyoacán,AT&T,m_upload_mbps,4.7125
8849958599fffff,Coyoacán,Movistar,m_upload_mbps,8.162
8849958599fffff,Coyoacán,Telcel,m_upload_mbps,8.518
884995859bfffff,Benito Juárez,ALTAN Redes,m_upload_mbps,5.948
884995859bfffff,Benito Juárez,AT&T,m_upload_mbps,4.108
884995859bfffff,Benito Juárez,Movistar,m_upload_mbps,4.646
884995859bfffff,Benito Juárez,Telcel,m_upload_mbps,5.527
884995859bfffff,Coyoacán,ALTAN Redes,m_upload_mbps,8.247
884995859bfffff,Coyoacán,AT&T,m_upload_mbps,4.623
884995859bfffff,Coyoacán,Movistar,m_upload_mbps,7.887
884995859bfffff,Coyoacán,Telcel,m_upload_mbps,17.4775
884995859dfffff,Benito Juárez,ALTAN Redes,m_upload_mbps,29.668
884995859dfffff,Benito Juárez,AT&T,m_upload_mbps,3.171
884995859dfffff,Benito Juárez,Movistar,m_upload_mbps,11.641499999999999
884995859dfffff,Benito Juárez,Telcel,m_upload_mbps,0.618
884995859dfffff,Coyoacán,ALTAN Redes,m_upload_mbps,11.998
884995859dfffff,Coyoacán,AT&T,m_upload_mbps,1.346
884995859dfffff,Coyoacán,Movistar,m_upload_mbps,1.8925
884995859dfffff,Coyoacán,Telcel,m_upload_mbps,11.26
88499585a1fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,12.858
88499585a1fffff,Iztapalapa,AT&T,m_upload_mbps,15.283000000000001
88499585a1fffff,Iztapalapa,Movistar,m_upload_mbps,9.607
88499585a1fffff,Iztapalapa,Telcel,m_upload_mbps,11.3575
88499585a3fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,12.506
88499585a3fffff,Iztapalapa,AT&T,m_upload_mbps,2.688
88499585a3fffff,Iztapalapa,Movistar,m_upload_mbps,8.3905
88499585a3fffff,Iztapalapa,Telcel,m_upload_mbps,6.933
88499585a5fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,5.027
88499585a5fffff,Iztapalapa,AT&T,m_upload_mbps,3.5895
88499585a5fffff,Iztapalapa,Movistar,m_upload_mbps,7.258
88499585a5fffff,Iztapalapa,Telcel,m_upload_mbps,10.3945
88499585a7fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,15.382000000000001
88499585a7fffff,Iztapalapa,AT&T,m_upload_mbps,6.7815
88499585a7fffff,Iztapalapa,Movistar,m_upload_mbps,20.723
88499585a7fffff,Iztapalapa,Telcel,m_upload_mbps,7.6285
88499585a9fffff,Coyoacán,ALTAN Redes,m_upload_mbps,30.86
88499585a9fffff,Coyoacán,AT&T,m_upload_mbps,4.058
88499585a9fffff,Coyoacán,Movistar,m_upload_mbps,28.195
88499585a9fffff,Coyoacán,Telcel,m_upload_mbps,5.962
88499585a9fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,17.643
88499585a9fffff,Iztapalapa,AT&T,m_upload_mbps,5.623
88499585a9fffff,Iztapalapa,Movistar,m_upload_mbps,8.3745
88499585a9fffff,Iztapalapa,Telcel,m_upload_mbps,23.201
88499585abfffff,Coyoacán,ALTAN Redes,m_upload_mbps,1.914
88499585abfffff,Coyoacán,AT&T,m_upload_mbps,1.5525000000000002
88499585abfffff,Coyoacán,Movistar,m_upload_mbps,0.443
88499585abfffff,Coyoacán,Telcel,m_upload_mbps,10.608
88499585abfffff,Iztapalapa,ALTAN Redes,m_upload_mbps,3.1055
88499585abfffff,Iztapalapa,AT&T,m_upload_mbps,0.894
88499585abfffff,Iztapalapa,Movistar,m_upload_mbps,5.3580000000000005
88499585abfffff,Iztapalapa,Telcel,m_upload_mbps,17.057
88499585adfffff,Iztapalapa,ALTAN Redes,m_upload_mbps,13.963000000000001
88499585adfffff,Iztapalapa,AT&T,m_upload_mbps,6.17
88499585adfffff,Iztapalapa,Movistar,m_upload_mbps,8.533
88499585adfffff,Iztapalapa,Telcel,m_upload_mbps,6.601
88499585b1fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,2.889
88499585b1fffff,Iztapalapa,AT&T,m_upload_mbps,13.16
88499585b1fffff,Iztapalapa,Movistar,m_upload_mbps,13.681
88499585b1fffff,Iztapalapa,Telcel,m_upload_mbps,10.031
88499585b3fffff,Benito Juárez,ALTAN Redes,m_upload_mbps,5.965
88499585b3fffff,Benito Juárez,AT&T,m_upload_mbps,4.569
88499585b3fffff,Benito Juárez,Movistar,m_upload_mbps,13.0
88499585b3fffff,Benito Juárez,Telcel,m_upload_mbps,12.392
88499585b3fffff,Iztacalco,ALTAN Redes,m_upload_mbps,9.166
88499585b3fffff,Iztacalco,AT&T,m_upload_mbps,25.523
88499585b3fffff,Iztacalco,Movistar,m_upload_mbps,7.817
88499585b3fffff,Iztacalco,Telcel,m_upload_mbps,12.533
88499585b3fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,4.144
88499585b3fffff,Iztapalapa,AT&T,m_upload_mbps,6.13
88499585b3fffff,Iztapalapa,Movistar,m_upload_mbps,28.506
88499585b3fffff,Iztapalapa,Telcel,m_upload_mbps,34.4405
88499585b5fffff,Iztacalco,ALTAN Redes,m_upload_mbps,4.357
88499585b5fffff,Iztacalco,AT&T,m_upload_mbps,5.135
88499585b5fffff,Iztacalco,Movistar,m_upload_mbps,2.3360000000000003
88499585b5fffff,Iztacalco,Telcel,m_upload_mbps,2.114
88499585b5fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,10.754
88499585b5fffff,Iztapalapa,AT&T,m_upload_mbps,2.8064999999999998
88499585b5fffff,Iztapalapa,Movistar,m_upload_mbps,4.362
88499585b5fffff,Iztapalapa,Telcel,m_upload_mbps,9.357
88499585b7fffff,Iztacalco,ALTAN Redes,m_upload_mbps,3.2560000000000002
88499585b7fffff,Iztacalco,AT&T,m_upload_mbps,1.2475
88499585b7fffff,Iztacalco,Movistar,m_upload_mbps,0.6065
88499585b7fffff,Iztacalco,Telcel,m_upload_mbps,5.997
88499585b7fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,10.794
88499585b7fffff,Iztapalapa,AT&T,m_upload_mbps,2.5919999999999996
88499585b7fffff,Iztapalapa,Movistar,m_upload_mbps,4.588
88499585b7fffff,Iztapalapa,Telcel,m_upload_mbps,19.851
88499585b9fffff,Benito Juárez,ALTAN Redes,m_upload_mbps,1.38
88499585b9fffff,Benito Juárez,AT&T,m_upload_mbps,3.99
88499585b9fffff,Benito Juárez,Movistar,m_upload_mbps,11.087
88499585b9fffff,Benito Juárez,Telcel,m_upload_mbps,2.049
88499585b9fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,3.046
88499585b9fffff,Iztapalapa,AT&T,m_upload_mbps,4.751
88499585b9fffff,Iztapalapa,Movistar,m_upload_mbps,5.233499999999999
88499585b9fffff,Iztapalapa,Telcel,m_upload_mbps,5.842499999999999
88499585bbfffff,Benito Juárez,ALTAN Redes,m_upload_mbps,1.807
88499585bbfffff,Benito Juárez,AT&T,m_upload_mbps,5.495
88499585bbfffff,Benito Juárez,Movistar,m_upload_mbps,3.323
88499585bbfffff,Benito Juárez,Telcel,m_upload_mbps,6.0915
88499585bbfffff,Iztapalapa,ALTAN Redes,m_upload_mbps,1.238
88499585bbfffff,Iztapalapa,AT&T,m_upload_mbps,5.369
88499585bbfffff,Iztapalapa,Movistar,m_upload_mbps,12.1195
88499585bbfffff,Iztapalapa,Telcel,m_upload_mbps,9.6805
88499585bdfffff,Iztapalapa,ALTAN Redes,m_upload_mbps,3.72
88499585bdfffff,Iztapalapa,AT&T,m_upload_mbps,4.906000000000001
88499585bdfffff,Iztapalapa,Movistar,m_upload_mbps,4.797499999999999
88499585bdfffff,Iztapalapa,Telcel,m_upload_mbps,5.927
88499585c1fffff,Coyoacán,ALTAN Redes,m_upload_mbps,6.046
88499585c1fffff,Coyoacán,AT&T,m_upload_mbps,6.535
88499585c1fffff,Coyoacán,Movistar,m_upload_mbps,15.136
88499585c1fffff,Coyoacán,Telcel,m_upload_mbps,8.97
88499585c3fffff,Coyoacán,ALTAN Redes,m_upload_mbps,13.1845
88499585c3fffff,Coyoacán,AT&T,m_upload_mbps,4.3945
88499585c3fffff,Coyoacán,Movistar,m_upload_mbps,14.1435
88499585c3fffff,Coyoacán,Telcel,m_upload_mbps,5.6925
88499585c5fffff,Coyoacán,ALTAN Redes,m_upload_mbps,9.788
88499585c5fffff,Coyoacán,AT&T,m_upload_mbps,5.477
88499585c5fffff,Coyoacán,Movistar,m_upload_mbps,5.759
88499585c5fffff,Coyoacán,Telcel,m_upload_mbps,2.016
88499585c7fffff,Coyoacán,ALTAN Redes,m_upload_mbps,17.795
88499585c7fffff,Coyoacán,AT&T,m_upload_mbps,4.018
88499585c7fffff,Coyoacán,Movistar,m_upload_mbps,11.4
88499585c7fffff,Coyoacán,Telcel,m_upload_mbps,8.792
88499585c9fffff,Coyoacán,ALTAN Redes,m_upload_mbps,13.875
88499585c9fffff,Coyoacán,AT&T,m_upload_mbps,9.120000000000001
88499585c9fffff,Coyoacán,Movistar,m_upload_mbps,10.3975
88499585c9fffff,Coyoacán,Telcel,m_upload_mbps,7.246
88499585cbfffff,Coyoacán,ALTAN Redes,m_upload_mbps,1.637
88499585cbfffff,Coyoacán,AT&T,m_upload_mbps,8.776
88499585cbfffff,Coyoacán,Movistar,m_upload_mbps,6.461
88499585cbfffff,Coyoacán,Telcel,m_upload_mbps,5.817
88499585cdfffff,Coyoacán,ALTAN Redes,m_upload_mbps,2.588
88499585cdfffff,Coyoacán,AT&T,m_upload_mbps,6.7915
88499585cdfffff,Coyoacán,Movistar,m_upload_mbps,2.569
88499585cdfffff,Coyoacán,Telcel,m_upload_mbps,3.9684999999999997
88499585d1fffff,Coyoacán,ALTAN Redes,m_upload_mbps,12.536000000000001
88499585d1fffff,Coyoacán,AT&T,m_upload_mbps,3.251
88499585d1fffff,Coyoacán,Movistar,m_upload_mbps,3.24
88499585d1fffff,Coyoacán,Telcel,m_upload_mbps,5.3965
88499585d3fffff,Coyoacán,ALTAN Redes,m_upload_mbps,1.87
88499585d3fffff,Coyoacán,AT&T,m_upload_mbps,4.000500000000001
88499585d3fffff,Coyoacán,Movistar,m_upload_mbps,7.954
88499585d3fffff,Coyoacán,Telcel,m_upload_mbps,17.816
88499585d5fffff,Coyoacán,ALTAN Redes,m_upload_mbps,7.9605
88499585d5fffff,Coyoacán,AT&T,m_upload_mbps,5.515499999999999
88499585d5fffff,Coyoacán,Movistar,m_upload_mbps,6.931
88499585d5fffff,Coyoacán,Telcel,m_upload_mbps,6.958
88499585d7fffff,Coyoacán,ALTAN Redes,m_upload_mbps,8.04
88499585d7fffff,Coyoacán,AT&T,m_upload_mbps,4.014
88499585d7fffff,Coyoacán,Movistar,m_upload_mbps,7.203
88499585d7fffff,Coyoacán,Telcel,m_upload_mbps,11.876999999999999
88499585d9fffff,Coyoacán,ALTAN Redes,m_upload_mbps,17.423
88499585d9fffff,Coyoacán,AT&T,m_upload_mbps,2.263
88499585d9fffff,Coyoacán,Movistar,m_upload_mbps,10.833
88499585d9fffff,Coyoacán,Telcel,m_upload_mbps,6.408
88499585dbfffff,Coyoacán,ALTAN Redes,m_upload_mbps,8.942
88499585dbfffff,Coyoacán,AT&T,m_upload_mbps,1.844
88499585dbfffff,Coyoacán,Movistar,m_upload_mbps,4.385
88499585dbfffff,Coyoacán,Telcel,m_upload_mbps,9.756
88499585ddfffff,Coyoacán,ALTAN Redes,m_upload_mbps,6.548
88499585ddfffff,Coyoacán,AT&T,m_upload_mbps,16.234
88499585ddfffff,Coyoacán,Movistar,m_upload_mbps,14.467
88499585ddfffff,Coyoacán,Telcel,m_upload_mbps,12.135
88499585e1fffff,Coyoacán,ALTAN Redes,m_upload_mbps,9.497
88499585e1fffff,Coyoacán,AT&T,m_upload_mbps,3.291
88499585e1fffff,Coyoacán,Movistar,m_upload_mbps,8.487
88499585e1fffff,Coyoacán,Telcel,m_upload_mbps,6.2555
88499585e1fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,2.051
88499585e1fffff,Iztapalapa,AT&T,m_upload_mbps,4.8495
88499585e1fffff,Iztapalapa,Movistar,m_upload_mbps,14.503
88499585e1fffff,Iztapalapa,Telcel,m_upload_mbps,6.802
88499585e3fffff,Coyoacán,ALTAN Redes,m_upload_mbps,6.8585
88499585e3fffff,Coyoacán,AT&T,m_upload_mbps,3.14
88499585e3fffff,Coyoacán,Movistar,m_upload_mbps,4.548
88499585e3fffff,Coyoacán,Telcel,m_upload_mbps,3.69
88499585e3fffff,Iztapalapa,Telcel,m_upload_mbps,11.472000000000001
88499585e5fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,6.711
88499585e5fffff,Iztapalapa,AT&T,m_upload_mbps,19.073
88499585e5fffff,Iztapalapa,Movistar,m_upload_mbps,16.747999999999998
88499585e5fffff,Iztapalapa,Telcel,m_upload_mbps,5.9795
88499585e7fffff,Coyoacán,Movistar,m_upload_mbps,17.323
88499585e7fffff,Iztapalapa,ALTAN Redes,m_upload_mbps,5.464
88499585e7fffff,Iztapalapa,AT&T,m_upload_mbps,3.2625
88499585e7fffff,Iztapalapa,Movistar,m_upload_mbps,4.9575
88499585e7fffff,Iztapalapa,Telcel,m_upload_mbps,3.5285
